uri,question,context,perspective,summary,generated_summary
4403960,are boils assoicated with hiv when someone gets it under their arms or anywhere else?,,CAUSE_SUMMARY,This may be due to an STD.,Boils are associated with HIV when someone gets it under their arms or anywhere else.
816171,how can  you get aids/hiv?,,INFORMATION_SUMMARY,"HIV transmission occurs through the transfer of body fluids, primarily during sex and intravenous drug use. The virus is transmitted through direct contact of mucous membranes with bodily fluids like blood, semen, vaginal fluid, or breast milk. Transmission can occur through various means, including penetrative sex (anal or vaginal), oral sex, blood transfusion, contaminated needles, and exchange between mother and infant during pregnancy, childbirth, or breastfeeding.","For information purposes, the presence of HIV can lead to the development of AIDS or HIV."
719658,Does everybody dream and why don't I ever remember my dreams?,,INFORMATION_SUMMARY,"We are 90% more likely to forget our dreams, it is the domain of the subconscious.",Everybody dreams.
719658,Does everybody dream and why don't I ever remember my dreams?,,SUGGESTION_SUMMARY,"It is suggested to try dreams central, a website on dreams and their meaning. Another suggested was to take ginkgo biloba and forget about the dreaming.",It is suggested to not remember your dreams.
1400616,How do I get rid of mold on my walls?,There is mold on my window and walls in my bedroom.  I have sprayed bleach on it and it makes it vanish but is this enough?,SUGGESTION_SUMMARY,"Use a bleach and water mixture to clean mold on walls. Spray it, let it sit, then wipe it down. Be cautious with bleach if you have a lung condition. For safety, have someone else do it while you're out for an hour. Ventilate the home before returning.","To get rid of mold on your walls, it is suggested to use a spray to remove mold."
1023574,Is lisennopril the same as Zocor?,Is Lisenprol 10mg the same as Lipotor10mg,INFORMATION_SUMMARY,"Lisinopril is an ACE inhibitor that helps lower blood pressure, while Zocor is a statin drug used to reduce cholesterol levels.",Lisenprol is a drug that is used for treating a variety of conditions. It is a prescription medication with a recommended dose of 1 0 mg.
1023574,Is lisennopril the same as Zocor?,Is Lisenprol 10mg the same as Lipotor10mg,SUGGESTION_SUMMARY,it is suggested to examine the bottle and then consult a pharmasist or doctor. You can read the latest edition of medical guide for more information,It is suggested to take lisennopril 10mg.
4461540,is the any wrong in wearing underwear all the time?t?,does it affect the sperm count or caouse aother complication in the long run?,CAUSE_SUMMARY,Tight underwear may cause infertility in men.,Wearing underwear all the time can affect the sperm count and caouse other complications in the long run.
4461540,is the any wrong in wearing underwear all the time?t?,does it affect the sperm count or caouse aother complication in the long run?,SUGGESTION_SUMMARY,"Fertility doctors recommend wearing boxer shorts instead of briefs as a way to potentially improve sperm count and quality. Additionally, suggestions to enhance male fertility include avoiding prolonged exposure to hot water in spas or jacuzzis, refraining from extended periods of driving or cycling, maintaining a healthy diet, and engaging in regular exercise. The advice is to consider larger-sized underwear if there are concerns about fertility.",It is suggested to wear underwear all the time.
1006126,is it safe to put peroxide on a belly piercing?,"i got my belly button pierced in july, and it was healing well until it got snagged on my boyfriends belt. now it's pussing up again and forming a little bumb on the bottom side of the piercing under the bar. if i peroxide it, will it heal again without any scarring like it was before?",EXPERIENCE_SUMMARY,"In users expereince, one user uses Betadine on a piercing after accidental tearing can lead to increased dryness, potentially causing more pain during the healing process.","In users expereince, one individual got their belly button pierced in July and it was healing well until it got snagged on their boyfriend's belt."
